id_venda,data_venda,id_cliente,id_produto,canal_venda,quantidade,preco_unitario
sal_965377171709,2025-12-28 19:08:53,cus_a01814ad9247,prd_30518d908a92,loja_fisica,1,80.99
sal_2e94d88546c0,2025-12-28 17:07:39,cus_d4db3db9eccb,prd_6212ac3178f2,ecommerce,1,144.90
sal_00b05540ae52,2025-12-28 15:54:06,cus_d36c11b261a6,prd_205f309c1a21,loja_fisica,1,34.99
sal_99eb716dd28b,2025-12-28 12:17:21,cus_fa3a88d1ccef,prd_4a5427b33a63,loja_fisica,1,78.90
sal_48937b2d7213,2025-12-28 22:01:01,cus_13af118ef4e8,prd_92c0ecf60a58,ecommerce,2,153.77
sal_102f2075d0d4,2025-12-28 15:23:07,cus_a01814ad9247,prd_a4025bac91a7,ecommerce,2,52.90
sal_09efc046a5fb,2025-12-28 08:14:03,cus_eae005fd3470,prd_305f920b8836,ecommerce,1,795.17
sal_90080be14a32,2025-12-28 21:58:35,cus_b42a15933072,prd_4ee65ed59110,ecommerce,3,41.90
sal_1de692314e29,2025-12-28 19:42:21,cus_eae005fd3470,prd_ff35b88df534,ecommerce,3,201.31
sal_48300e5daa01,2025-12-28 11:02:30,cus_d4db3db9eccb,prd_d500fa66507e,ecommerce,1,327.24
sal_3faa9123a0d6,2025-12-28 20:05:21,cus_25d1cb23f872,prd_f1f39e56f84d,ecommerce,2,52.24
sal_50a064a192ce,2025-12-28 09:46:45,cus_25c656241a9a,prd_18c839427e8c,loja_fisica,1,798.90
sal_82049cb5d800,2025-12-28 17:36:50,cus_0343c0763f76,prd_305f920b8836,ecommerce,1,935.50
sal_544dd2d10325,2025-12-28 18:12:52,cus_a8f8e01eaee8,prd_385035a5bc20,ecommerce,1,186.91
sal_90d7bf16f15b,2025-12-28 12:39:54,cus_df9e0b31fa20,prd_ea6b930ce9ac,ecommerce,1,156.99
sal_a95a0758093e,2025-12-28 09:47:16,cus_66677d443e5e,prd_2cbafff50c72,loja_fisica,1,110.99
sal_fde531dec8b2,2025-12-28 08:14:15,cus_b0026583b709,prd_d0368e440753,ecommerce,1,34.90
sal_649bef1c55c3,2025-12-28 23:41:13,cus_4e62d52db97a,prd_6f0a4eefed22,ecommerce,1,39.99
sal_d22dc9f32cf2,2025-12-28 08:55:23,cus_36595eecf105,prd_d92ad43fa137,ecommerce,1,66.90
sal_bf4f137aa5df,2025-12-28 09:13:24,cus_c8d383cfde0c,prd_2befc441dd56,loja_fisica,1,228.99
sal_9aed9a27abfb,2025-12-28 22:03:16,cus_71308b76151a,prd_f063f46a7ef8,ecommerce,2,1428.99
sal_5129a863b07a,2025-12-28 17:13:26,cus_f64907d41a69,prd_bf5d8671f7a9,ecommerce,1,107.91
sal_74c65636626e,2025-12-28 15:37:29,cus_c8d383cfde0c,prd_951e09f3ecb1,ecommerce,1,48.99
sal_fa83bcf3be02,2025-12-28 18:17:10,cus_2b1b3e2a1515,prd_645f7859f379,ecommerce,2,462.55
sal_01c05ba35a99,2025-12-28 14:32:41,cus_9d2dd4770a79,prd_dfac11815029,loja_fisica,1,179.55
sal_9cbe41409fd4,2025-12-28 14:33:51,cus_508a15ccf0fa,prd_d500fa66507e,ecommerce,3,384.99
sal_0255dc36b1ac,2025-12-28 21:51:15,cus_b0026583b709,prd_3053916502fb,ecommerce,1,403.65
sal_beedc3261e6f,2025-12-28 16:40:31,cus_96658dc10aa5,prd_2293732b7542,loja_fisica,1,65.45
sal_8f61b646725c,2025-12-28 17:00:30,cus_cf84750c1fb4,prd_dfac11815029,ecommerce,2,189.00
sal_ade2de12e983,2025-12-28 20:40:25,cus_418af67b6b28,prd_223c9b6a0a76,ecommerce,1,81.99
sal_acc49932f42a,2025-12-28 16:20:02,cus_fa3a88d1ccef,prd_9239eec8982d,loja_fisica,1,51.99
sal_a00972be9a0a,2025-12-29 15:44:04,cus_f64907d41a69,prd_727f175116c6,ecommerce,2,63.90
sal_8cfd29236af8,2025-12-29 15:06:43,cus_13af118ef4e8,prd_c62100cc281c,ecommerce,1,48.90
sal_7034725e278d,2025-12-29 12:16:00,cus_6ff11137142d,prd_d92ad43fa137,loja_fisica,1,56.87
sal_5ec7770d0f2d,2025-12-29 19:21:59,cus_8ad3c8745efb,prd_334f4a32f979,loja_fisica,2,404.50
sal_40f41f61039d,2025-12-29 16:02:30,cus_66677d443e5e,prd_c62100cc281c,ecommerce,1,48.90
sal_cc03f0595538,2025-12-29 20:50:26,cus_df9e0b31fa20,prd_4ee65ed59110,ecommerce,1,39.80
sal_cb2e25f12c7b,2025-12-29 10:59:22,cus_b0026583b709,prd_c62100cc281c,ecommerce,2,53.79
sal_8eff4ddfee2e,2025-12-29 17:12:11,cus_884be6e0ce9a,prd_686e2aab873d,ecommerce,1,80.55
sal_db57c6d356be,2025-12-29 10:29:03,cus_418af67b6b28,prd_686e2aab873d,ecommerce,1,76.08
sal_f32bca56320d,2025-12-29 10:53:43,cus_8fa04d3a5837,prd_22f73233f9a5,loja_fisica,1,103.90
sal_8455f129cc20,2025-12-29 08:34:11,cus_66677d443e5e,prd_1091c2cfe1e9,ecommerce,2,425.90
sal_fc585d47945a,2025-12-29 08:27:14,cus_66677d443e5e,prd_23664e42a71c,ecommerce,1,93.42
sal_20ad4059ed35,2025-12-29 17:56:28,cus_a2e18141f826,prd_df1e44c528e0,ecommerce,1,212.29
sal_d9e79eecc9e5,2025-12-29 18:17:20,cus_eae005fd3470,prd_afd58e5fd09d,loja_fisica,2,451.90
sal_b94888829044,2025-12-29 18:49:34,cus_f1a06ae11717,prd_4ee65ed59110,ecommerce,2,41.90
sal_cfe9ab3a14f2,2025-12-29 08:35:30,cus_639110db69ed,prd_f1f39e56f84d,ecommerce,2,54.99
sal_7c1986accd2c,2025-12-29 09:51:08,cus_3580317ddeab,prd_ff35b88df534,loja_fisica,1,211.90
sal_ca1a7eaa50bc,2025-12-29 15:21:33,cus_a8f8e01eaee8,prd_a4025bac91a7,ecommerce,1,52.90
sal_63e057d093ec,2025-12-29 16:08:51,cus_7262f4e5ce9f,prd_dd8079e89b90,ecommerce,1,84.90
sal_18cf98c89f06,2025-12-29 15:47:48,cus_36595eecf105,prd_23664e42a71c,ecommerce,2,109.90
sal_20069724707d,2025-12-29 19:49:42,cus_66677d443e5e,prd_faf3fd1a4155,loja_fisica,1,102.90
sal_28f4dfa22b58,2025-12-29 19:05:44,cus_cf84750c1fb4,prd_0aba258682b7,ecommerce,2,72.50
sal_bcd1c1cb7cc5,2025-12-29 14:47:38,cus_0914bdf6e1fe,prd_b7490508211e,ecommerce,1,220.00
sal_8f6c2c7a21d7,2025-12-29 21:48:18,cus_eae005fd3470,prd_4ee65ed59110,loja_fisica,1,39.80
sal_9f3b4bcd1e50,2025-12-29 18:33:58,cus_f1eccf8e0d99,prd_b7490508211e,loja_fisica,1,209.00
sal_1e70a839f34f,2025-12-29 11:30:02,cus_c9cd13d1ae9f,prd_f063f46a7ef8,ecommerce,1,1357.54
sal_b39d86702fce,2025-12-29 22:22:40,cus_c8d383cfde0c,prd_9239eec8982d,ecommerce,1,51.99
sal_1e1c152b27c0,2025-12-29 16:26:09,cus_7262f4e5ce9f,prd_30518d908a92,loja_fisica,1,80.99
sal_0374172b064b,2025-12-29 12:50:36,cus_a9747473c5c6,prd_84a009f1889d,ecommerce,1,32.90
sal_c53a8f592e5c,2025-12-29 11:38:54,cus_c3944101594c,prd_82cd17cb589d,ecommerce,5,40.41
sal_3b739bcc5db3,2025-12-29 20:08:04,cus_d2762f5968fe,prd_622325b011e6,loja_fisica,2,323.90
sal_5864131411ad,2025-12-29 15:16:40,cus_0343c0763f76,prd_223c9b6a0a76,ecommerce,1,81.99
sal_94d855a02311,2025-12-29 20:33:12,cus_a9747473c5c6,prd_9259039bf9b2,ecommerce,1,240.99
sal_39e08e96f095,2025-12-29 08:09:44,cus_78ab1cf16e12,prd_651e8d1acbf8,loja_fisica,1,441.65
sal_eadd39810665,2025-12-29 17:26:19,cus_a2e18141f826,prd_686e2aab873d,ecommerce,1,89.50
sal_33d303e49a2c,2025-12-29 22:13:06,cus_508a15ccf0fa,prd_6ae727ee4463,ecommerce,2,66.60
sal_3a2a831187e0,2025-12-29 14:24:10,cus_c8d383cfde0c,prd_0c5fb549e1c2,loja_fisica,2,295.90
sal_0f7f0ed76f2c,2025-12-29 16:46:43,cus_a9747473c5c6,prd_c62100cc281c,ecommerce,1,41.56
sal_24d282cb20ea,2025-12-29 19:30:24,cus_508a15ccf0fa,prd_2255432fabe7,loja_fisica,1,131.99
sal_5c53eff96d1d,2025-12-29 15:49:14,cus_0343c0763f76,prd_9239eec8982d,ecommerce,1,51.99
sal_b317ba0d9848,2025-12-29 01:46:08,cus_f1a06ae11717,prd_bf94f6ee7033,ecommerce,1,78.90
sal_27b31d3c8305,2025-12-29 15:54:18,cus_8ad3c8745efb,prd_ff56c9132964,ecommerce,2,213.99
sal_39af189d7984,2025-12-29 21:37:20,cus_df9e0b31fa20,prd_334f4a32f979,loja_fisica,2,364.05
sal_3e2f75540ff9,2025-12-29 11:33:29,cus_0343c0763f76,prd_6212ac3178f2,ecommerce,1,144.90
sal_d692adab2ab8,2025-12-29 16:31:13,cus_25c656241a9a,prd_951e09f3ecb1,loja_fisica,1,48.99
sal_bb43d753b846,2025-12-29 08:05:58,cus_b0026583b709,prd_eea07161e6c8,ecommerce,4,53.89
sal_7f410069c706,2025-12-29 11:49:35,cus_0343c0763f76,prd_30518d908a92,ecommerce,3,80.99
sal_5080c7f25a4d,2025-12-29 08:37:06,cus_36595eecf105,prd_d92ad43fa137,ecommerce,2,66.90
sal_b734ad8a6791,2025-12-29 11:21:30,cus_911b23c97589,prd_d22d1b8b1502,loja_fisica,2,1092.40
sal_d838414313d8,2025-12-29 23:58:00,cus_df9e0b31fa20,prd_651e8d1acbf8,ecommerce,1,464.90
sal_cb82a5fd2ac6,2025-12-29 19:19:38,cus_d2762f5968fe,prd_334f4a32f979,ecommerce,2,404.50
sal_8a582ee2279f,2025-12-29 16:14:25,cus_a8f8e01eaee8,prd_385035a5bc20,ecommerce,1,241.89
sal_f888eaae0b2c,2025-12-29 09:13:38,cus_c3944101594c,prd_b7490508211e,ecommerce,1,220.00
sal_780136fc18f1,2025-12-29 10:59:02,cus_66677d443e5e,prd_ae7b2acb6812,ecommerce,1,1108.90
sal_37d904de44af,2025-12-29 21:40:01,cus_f1eccf8e0d99,prd_385035a5bc20,ecommerce,1,219.90
sal_54298dc02421,2025-12-29 19:33:44,cus_a01814ad9247,prd_6742b65088d8,ecommerce,2,35.69
sal_9315c79ff9eb,2025-12-29 19:33:56,cus_1a38731e1fbe,prd_8b22fd85d500,loja_fisica,1,276.24
sal_2d9b1e3c3807,2025-12-29 09:43:29,cus_d2762f5968fe,prd_93ed035b2e9e,ecommerce,3,105.29
sal_4d7e055bd67b,2025-12-29 13:22:03,cus_d4db3db9eccb,prd_d22d1b8b1502,ecommerce,1,1149.90
sal_f3ecc3888677,2025-12-29 22:48:35,cus_b42a15933072,prd_b7490508211e,ecommerce,1,220.00
sal_ac2007594ec5,2025-12-29 19:07:15,cus_508a15ccf0fa,prd_c62100cc281c,loja_fisica,4,44.01
sal_9edc129c4f03,2025-12-29 12:30:55,cus_418af67b6b28,prd_c62100cc281c,loja_fisica,1,48.90
sal_ebd6bfa12529,2025-12-29 10:39:46,cus_25c656241a9a,prd_4ee65ed59110,ecommerce,1,41.90
sal_1d79bceb8e58,2025-12-29 21:36:37,cus_4e62d52db97a,prd_359246d9ed10,ecommerce,1,118.99
sal_fb7f636c3b70,2025-12-29 01:37:51,cus_25d1cb23f872,prd_0c113961481f,ecommerce,1,231.70
sal_192964dfd929,2025-12-29 22:55:49,cus_b42a15933072,prd_bf94f6ee7033,ecommerce,2,71.01
sal_51320353b8f8,2025-12-29 18:05:56,cus_a8f8e01eaee8,prd_b7490508211e,loja_fisica,1,209.00
sal_64d03c2a4741,2025-12-29 16:21:36,cus_f64907d41a69,prd_2293732b7542,ecommerce,1,65.45
sal_ff685c1245c1,2025-12-29 23:11:56,cus_cf84750c1fb4,prd_045813f96891,loja_fisica,2,142.99
sal_569f6b4e57b3,2025-12-29 11:25:36,cus_f50da5532735,prd_cc3053305ba7,ecommerce,1,678.59
sal_5c9b86908d61,2025-12-29 18:40:07,cus_79d52b75f259,prd_d92ad43fa137,loja_fisica,1,66.90
sal_8e4f5caef000,2025-12-29 09:33:38,cus_8ad3c8745efb,prd_9adbaa3083e1,ecommerce,1,93.50
sal_9fbd6adce007,2025-12-29 23:42:57,cus_ec8d75866856,prd_2293732b7542,loja_fisica,1,68.90
sal_a12bfbd2cd48,2025-12-29 13:56:42,cus_f64907d41a69,prd_b7490508211e,ecommerce,1,220.00
sal_fb4dc9728dc0,2025-12-29 16:25:37,cus_f1eccf8e0d99,prd_c62100cc281c,ecommerce,1,48.90
sal_0a2a098254c2,2025-12-29 18:22:26,cus_911b23c97589,prd_b76e68fde5cb,ecommerce,1,412.11
sal_084438d71347,2025-12-29 09:49:12,cus_d4db3db9eccb,prd_205f309c1a21,ecommerce,3,34.99
sal_1365b279bb31,2025-12-29 21:25:34,cus_a2e18141f826,prd_2cbafff50c72,loja_fisica,2,100.90
sal_577b09ea84e0,2025-12-29 19:53:10,cus_f1a06ae11717,prd_686e2aab873d,ecommerce,2,89.50
sal_9272ac06372a,2025-12-29 13:04:03,cus_f64907d41a69,prd_b4a823952be5,ecommerce,1,73.90
sal_d1d2ec7700d0,2025-12-29 10:52:52,cus_fa3a88d1ccef,prd_ff35b88df534,ecommerce,1,201.31
sal_b5467740747b,2025-12-29 13:40:38,cus_d2762f5968fe,prd_18c839427e8c,ecommerce,1,798.90
sal_e3b5c558a827,2025-12-29 16:55:37,cus_4209c24e0be2,prd_a3ae425a3edd,ecommerce,1,83.99
sal_d14c10213adc,2025-12-29 17:01:57,cus_2b1b3e2a1515,prd_645f7859f379,ecommerce,1,438.21
sal_968bb3937978,2025-12-29 16:46:25,cus_f1eccf8e0d99,prd_d92ad43fa137,ecommerce,1,66.90
sal_c072cb3da45d,2025-12-29 22:46:40,cus_884be6e0ce9a,prd_b76e68fde5cb,loja_fisica,4,435.00
sal_c2b5b58f2c9c,2025-12-29 19:49:49,cus_eae005fd3470,prd_d500fa66507e,ecommerce,1,384.99
sal_dc829a8d7c82,2025-12-29 09:29:14,cus_a01814ad9247,prd_334f4a32f979,loja_fisica,1,343.82
sal_9e1250d48d9a,2025-12-29 11:06:29,cus_f50da5532735,prd_4ee65ed59110,ecommerce,2,35.61
sal_6d709ed8e927,2025-12-29 08:05:38,cus_25d1cb23f872,prd_8b22fd85d500,ecommerce,1,292.49
sal_781adbdc1289,2025-12-29 23:08:29,cus_2b1b3e2a1515,prd_2cbafff50c72,ecommerce,1,100.90
sal_25e066c7640d,2025-12-29 10:19:16,cus_644bf6820c61,prd_9a3dfc23b7a3,ecommerce,1,105.50
sal_cd46016bb90e,2025-12-29 21:32:02,cus_96658dc10aa5,prd_4ee65ed59110,ecommerce,5,41.90
sal_cfc208235a73,2025-12-29 10:53:06,cus_639110db69ed,prd_30518d908a92,loja_fisica,3,72.89
sal_e0341c9a9ada,2025-12-29 16:58:11,cus_d2762f5968fe,prd_c9b4024b7b9e,ecommerce,2,81.17
sal_2bd1b7eb0ca4,2025-12-29 16:06:40,cus_cf84750c1fb4,prd_30518d908a92,loja_fisica,1,80.99
sal_a29bc11db3f6,2025-12-29 22:50:46,cus_66677d443e5e,prd_645f7859f379,loja_fisica,2,486.90
sal_3ce334cd90a2,2025-12-29 20:56:07,cus_fa3a88d1ccef,prd_045813f96891,ecommerce,1,142.99
sal_0fbb2d00bcc2,2025-12-29 11:47:01,cus_2b1b3e2a1515,prd_473cb7923d3d,ecommerce,1,109.90
sal_3bc60dad6dbd,2025-12-29 19:29:30,cus_4e62d52db97a,prd_d500fa66507e,loja_fisica,1,384.99
sal_edcb2198beab,2025-12-30 20:55:50,cus_71308b76151a,prd_9259039bf9b2,ecommerce,1,228.94
sal_9e3ea9844f6f,2025-12-30 09:40:22,cus_36595eecf105,prd_23664e42a71c,loja_fisica,1,104.41
sal_446d5039ab36,2025-12-30 10:34:28,cus_9d2dd4770a79,prd_1b8a6057bb97,ecommerce,1,315.99
sal_9d4762e53bbb,2025-12-30 16:04:36,cus_25c656241a9a,prd_2cbafff50c72,loja_fisica,2,110.99
sal_7f6b8afd09f3,2025-12-30 17:15:27,cus_911b23c97589,prd_c62100cc281c,loja_fisica,2,53.79
sal_6c0d3d92d8b0,2025-12-30 08:54:21,cus_7262f4e5ce9f,prd_0aba258682b7,ecommerce,1,65.25
sal_7a9cd8adb8b7,2025-12-30 17:32:18,cus_b42a15933072,prd_205f309c1a21,ecommerce,2,33.24
sal_7d4ed079719b,2025-12-30 15:41:05,cus_0ff4cceccc6f,prd_82cd17cb589d,ecommerce,1,40.41
sal_1582c447db7d,2025-12-30 22:05:22,cus_9d2dd4770a79,prd_686e2aab873d,ecommerce,1,89.50
sal_70e992d618b4,2025-12-30 16:01:59,cus_c3944101594c,prd_bf5d8671f7a9,loja_fisica,4,119.90
sal_a5406e036815,2025-12-30 18:31:39,cus_a8f8e01eaee8,prd_8b22fd85d500,ecommerce,1,276.24
sal_6587a876e3f5,2025-12-30 16:53:53,cus_25c656241a9a,prd_30518d908a92,ecommerce,5,80.99
sal_630fb5616861,2025-12-30 17:43:33,cus_71308b76151a,prd_a3ae425a3edd,ecommerce,2,83.99
sal_9bb68064ebb9,2025-12-30 15:42:57,cus_31874cf2d1e5,prd_0c113961481f,ecommerce,2,243.90
sal_c32cc00a49eb,2025-12-30 15:01:43,cus_25c656241a9a,prd_bf5d8671f7a9,ecommerce,2,119.90
sal_62dc37beb1a3,2025-12-30 13:11:59,cus_a8f8e01eaee8,prd_82cd17cb589d,ecommerce,1,40.41
sal_187fb1a72853,2025-12-30 16:40:15,cus_911b23c97589,prd_334f4a32f979,ecommerce,1,404.50
sal_de38ede63bd4,2025-12-30 12:55:12,cus_f50da5532735,prd_142839b15f63,ecommerce,1,99.50
sal_4e4e902edbba,2025-12-30 14:43:58,cus_36595eecf105,prd_30518d908a92,ecommerce,4,80.99
sal_1a2d700e7c23,2025-12-30 21:24:10,cus_96658dc10aa5,prd_045813f96891,loja_fisica,1,135.84
sal_df31cdbac240,2025-12-30 14:50:43,cus_a9747473c5c6,prd_686e2aab873d,loja_fisica,1,85.02
sal_ebf0918e68b8,2025-12-30 13:01:41,cus_2b1b3e2a1515,prd_a4025bac91a7,ecommerce,2,52.90
sal_a11d0eb38818,2025-12-30 18:49:43,cus_0ff4cceccc6f,prd_a4025bac91a7,ecommerce,1,50.25
sal_ada6a07360d8,2025-12-30 19:59:53,cus_f64907d41a69,prd_f063f46a7ef8,ecommerce,1,1428.99
sal_d96ddb66268d,2025-12-30 20:17:50,cus_0914bdf6e1fe,prd_032c166122f7,ecommerce,1,219.90
sal_d33a50327fd7,2025-12-30 17:52:20,cus_1a38731e1fbe,prd_afd58e5fd09d,ecommerce,1,451.90
sal_8391f68020d4,2025-12-30 15:15:51,cus_8fa04d3a5837,prd_e55f1f3ae9ad,ecommerce,3,71.90
sal_244b888f28f7,2025-12-30 19:18:49,cus_7262f4e5ce9f,prd_84a009f1889d,ecommerce,1,31.25
sal_bad799ae023e,2025-12-30 19:44:37,cus_a8f8e01eaee8,prd_c62100cc281c,ecommerce,2,44.01
sal_d512e18e94e6,2025-12-30 10:08:15,cus_fa3a88d1ccef,prd_30518d908a92,loja_fisica,1,80.99
sal_edae8d47a68e,2025-12-30 10:35:51,cus_6ff11137142d,prd_b17460641fb4,ecommerce,3,203.99
sal_e9239a3b28bb,2025-12-30 18:50:48,cus_79d52b75f259,prd_645f7859f379,ecommerce,1,486.90
sal_48c1f35a936d,2025-12-30 13:47:57,cus_418af67b6b28,prd_c62100cc281c,ecommerce,1,53.79
sal_99ce568c1aea,2025-12-30 21:50:45,cus_fa3a88d1ccef,prd_bf5d8671f7a9,ecommerce,1,113.91
sal_4b999161064a,2025-12-30 08:51:44,cus_8fa04d3a5837,prd_92c0ecf60a58,ecommerce,2,153.77
sal_bb3af1808025,2025-12-30 10:23:40,cus_8ad3c8745efb,prd_f1f39e56f84d,ecommerce,3,54.99
sal_d3b87dc3c2e7,2025-12-30 19:51:20,cus_31874cf2d1e5,prd_38c1b898aecc,ecommerce,1,140.90
sal_4fb38ce4e4e6,2025-12-30 11:35:47,cus_cf84750c1fb4,prd_4ee65ed59110,ecommerce,2,41.90
sal_9cab7a0cb204,2025-12-30 14:39:45,cus_2b1b3e2a1515,prd_d22d1b8b1502,loja_fisica,5,1149.90
sal_d27fa36e18e4,2025-12-30 18:46:18,cus_b42a15933072,prd_b7490508211e,ecommerce,1,220.00
sal_fd6ee8e14609,2025-12-30 20:58:23,cus_0ff4cceccc6f,prd_295160cbf171,ecommerce,1,279.81
sal_6cc3d8a65e51,2025-12-30 19:47:08,cus_cf84750c1fb4,prd_38c1b898aecc,ecommerce,1,126.81
sal_933249adce22,2025-12-30 10:39:05,cus_d36c11b261a6,prd_18c839427e8c,loja_fisica,1,798.90
sal_79ed366066e4,2025-12-30 16:45:35,cus_f1a06ae11717,prd_2293732b7542,ecommerce,1,68.90
sal_15394d0287bc,2025-12-30 11:11:50,cus_cf84750c1fb4,prd_385035a5bc20,ecommerce,1,241.89
sal_9eee9eed7eec,2025-12-30 17:30:08,cus_a9747473c5c6,prd_faf3fd1a4155,loja_fisica,1,97.75
sal_83511d1a2e15,2025-12-30 18:24:57,cus_b42a15933072,prd_686e2aab873d,ecommerce,1,76.08
sal_dfa53d9110f5,2025-12-30 19:41:30,cus_25d1cb23f872,prd_82cd17cb589d,ecommerce,1,40.41
sal_cdc8606bc60b,2025-12-30 09:53:59,cus_0914bdf6e1fe,prd_045813f96891,ecommerce,3,121.54
sal_4d07c763af2f,2025-12-30 11:56:10,cus_4209c24e0be2,prd_fb32df842fbd,loja_fisica,1,88.25
sal_8f9fb02b4ae9,2025-12-30 16:35:35,cus_a2e18141f826,prd_727f175116c6,ecommerce,1,70.29
sal_467ab871f763,2025-12-30 20:20:35,cus_9d2dd4770a79,prd_a4025bac91a7,ecommerce,2,52.90
sal_6b2ae9362977,2025-12-30 22:14:10,cus_d4db3db9eccb,prd_bf5d8671f7a9,loja_fisica,1,119.90
sal_b7fedd097c6e,2025-12-30 13:39:45,cus_0343c0763f76,prd_045813f96891,ecommerce,2,121.54
sal_80d969f02da4,2025-12-30 16:36:11,cus_79d52b75f259,prd_23664e42a71c,ecommerce,1,104.41
sal_7350704eef33,2025-12-30 22:46:07,cus_1a38731e1fbe,prd_ea6b930ce9ac,loja_fisica,1,172.69
sal_da3ce1b482cd,2025-12-30 20:08:09,cus_0914bdf6e1fe,prd_7798c88cc490,loja_fisica,1,465.50
sal_cc5c7f52f58d,2025-12-30 19:35:12,cus_25d1cb23f872,prd_89d76b194110,ecommerce,1,170.99
sal_a1368adeed2a,2025-12-30 22:33:32,cus_c9cd13d1ae9f,prd_2cbafff50c72,ecommerce,1,90.81
sal_5d7ea3c58b38,2025-12-30 21:42:32,cus_c8d383cfde0c,prd_686e2aab873d,ecommerce,3,80.55
sal_73fe3841c112,2025-12-30 19:12:01,cus_eae005fd3470,prd_205f309c1a21,loja_fisica,1,31.49
sal_68eaea4c151a,2025-12-30 21:07:29,cus_d2762f5968fe,prd_c9b4024b7b9e,ecommerce,1,85.95
sal_df5ac737b234,2025-12-30 19:01:49,cus_a2e18141f826,prd_2cbafff50c72,loja_fisica,2,95.86
sal_9accfdbfcbe0,2025-12-30 12:05:19,cus_cf84750c1fb4,prd_bf5d8671f7a9,loja_fisica,1,119.90
sal_2264b59d785b,2025-12-30 19:36:26,cus_13af118ef4e8,prd_4ee65ed59110,ecommerce,1,39.80
sal_0e1cca02e2c4,2025-12-30 11:03:40,cus_a2e18141f826,prd_b7490508211e,ecommerce,1,209.00
sal_70dfee0adc21,2025-12-30 22:26:29,cus_b0026583b709,prd_b7490508211e,ecommerce,2,209.00
sal_ecc557338311,2025-12-30 11:25:06,cus_25c656241a9a,prd_045813f96891,ecommerce,2,142.99
sal_01d7afc35358,2025-12-30 22:59:15,cus_cf84750c1fb4,prd_9f5272275347,loja_fisica,1,56.52
sal_90d7fd686153,2025-12-30 17:13:34,cus_71308b76151a,prd_045813f96891,ecommerce,1,142.99
sal_1be26884a201,2025-12-30 16:48:50,cus_0ff4cceccc6f,prd_4ee65ed59110,ecommerce,2,39.80
sal_4553fd3b9802,2025-12-30 16:59:21,cus_fa3a88d1ccef,prd_2cbafff50c72,ecommerce,1,95.86
sal_f2b8f0c358a6,2025-12-30 12:53:52,cus_644bf6820c61,prd_e561d57f2a21,ecommerce,4,105.29
sal_f9b968ad6f26,2025-12-30 19:51:47,cus_0343c0763f76,prd_2293732b7542,loja_fisica,1,65.45
sal_2c1a42f6ef7b,2025-12-30 14:37:31,cus_884be6e0ce9a,prd_b17460641fb4,ecommerce,1,239.99
sal_afed337e2a0b,2025-12-30 10:35:20,cus_a8f8e01eaee8,prd_8b22fd85d500,loja_fisica,1,292.49
sal_be3a08cb5883,2025-12-30 12:56:47,cus_f1eccf8e0d99,prd_2293732b7542,loja_fisica,3,68.90
sal_cca1bbff15cb,2025-12-30 12:30:14,cus_f50da5532735,prd_bf5d8671f7a9,ecommerce,1,119.90
sal_3d83e016fdd4,2025-12-30 19:27:27,cus_31874cf2d1e5,prd_2293732b7542,ecommerce,1,68.90
sal_f488593419cc,2025-12-30 15:21:20,cus_eae005fd3470,prd_faf3fd1a4155,loja_fisica,1,97.75
sal_de8ffd549b06,2025-12-30 10:02:15,cus_d36c11b261a6,prd_2293732b7542,ecommerce,3,75.79
sal_b851b96bb7ca,2025-12-30 18:23:27,cus_df9e0b31fa20,prd_205f309c1a21,ecommerce,1,33.24
sal_df3e73af6318,2025-12-30 01:18:27,cus_fa3a88d1ccef,prd_ef0b5e05efef,ecommerce,2,247.90
sal_c5aec07770f8,2025-12-30 22:27:00,cus_f64907d41a69,prd_c62100cc281c,loja_fisica,2,48.90
sal_4c3c01777ff2,2025-12-30 08:51:58,cus_0343c0763f76,prd_d92ad43fa137,ecommerce,1,66.90
sal_b6e2ff9e0875,2025-12-30 22:10:27,cus_c9cd13d1ae9f,prd_c62100cc281c,ecommerce,2,46.45
sal_f267bcebc7c5,2025-12-30 16:37:01,cus_31874cf2d1e5,prd_dfac11815029,ecommerce,1,189.00
sal_67504b083d8f,2025-12-30 18:28:06,cus_3580317ddeab,prd_82cd17cb589d,ecommerce,1,44.90
sal_c05009f3e290,2025-12-30 21:33:17,cus_2b1b3e2a1515,prd_6d4e3b1efd0c,ecommerce,1,1139.99
sal_d2c11b98a95a,2025-12-30 11:11:22,cus_a8f8e01eaee8,prd_30518d908a92,ecommerce,1,80.99
sal_8cffae2a57e9,2025-12-30 12:13:07,cus_ec8d75866856,prd_385035a5bc20,loja_fisica,2,197.91
sal_354a0776d57d,2025-12-30 16:52:51,cus_6ff11137142d,prd_645f7859f379,ecommerce,1,486.90
sal_46baa20f7928,2025-12-30 19:22:37,cus_d2762f5968fe,prd_686e2aab873d,ecommerce,2,89.50
sal_eac019582f1a,2025-12-30 10:25:26,cus_8fa04d3a5837,prd_205f309c1a21,ecommerce,1,31.49
sal_70a258d42410,2025-12-30 19:28:37,cus_2b1b3e2a1515,prd_f063f46a7ef8,loja_fisica,1,1286.09
sal_09731c8e4be4,2025-12-30 12:34:49,cus_4209c24e0be2,prd_38c1b898aecc,ecommerce,2,119.77
sal_ff2bab851c67,2025-12-30 17:36:00,cus_508a15ccf0fa,prd_3053916502fb,ecommerce,1,448.50
